Kundenname,Alter,Zahlungsmethode,ø Preis,Menge,Datum,Uhrzeit
Sibilla Dörschner,30,Bar,22.99,2,31.10.2022,14:41:50
Gabriella Junitz,26,Bar,21.99,4,31.10.2022,14:46:06
Niklas Bauer,23,Bar,17.99,6,31.10.2022,15:02:56
Rosalinde Lübs,62,EC-Karte,40.99,4,31.10.2022,15:49:22
Branka Eberhardt-Beer,25,Kreditkarte,17.99,1,31.10.2022,16:00:25
Leonore Henschel,25,Kreditkarte,27.99,4,31.10.2022,16:14:00
Marc Bonbach,29,EC-Karte,21.99,2,31.10.2022,16:20:47
Jörgen Hein,30,EC-Karte,17.99,3,31.10.2022,16:42:57
Harm Geisler-Hellwig,51,Kreditkarte,49.99,1,31.10.2022,17:01:09
Jonas Reinhardt-Schottin,29,EC-Karte,23.99,2,31.10.2022,17:02:25
Maike Hofmann,57,EC-Karte,47.99,4,31.10.2022,17:11:15
Dr. Monika Seifert B.A.,27,Kreditkarte,17.99,2,31.10.2022,17:41:31
Eva Paffrath,29,Bar,18.99,2,31.10.2022,18:53:41
Maxim Renner,29,EC-Karte,23.99,3,31.10.2022,19:07:53
Frederic Löwer,19,Bar,27.99,3,31.10.2022,19:14:15
Ramazan Knappe,62,Bar,34.99,4,01.11.2022,10:02:03
Tabea Römer,63,Bar,36.99,8,01.11.2022,10:17:35
Dipl.-Ing. Michelle Junk,71,EC-Karte,47.99,1,01.11.2022,10:42:19
Prof. Gereon Graf B.Sc.,29,Bar,21.99,4,01.11.2022,10:53:41
Ingeborg Stoll,39,Kreditkarte,22.99,6,01.11.2022,11:24:47
Irmingard Hein B.A.,28,Bar,25.99,5,01.11.2022,11:30:31
Eric Zirme-Holzapfel,63,EC-Karte,46.99,7,01.11.2022,12:02:28
Prof. John Neuschäfer,55,Bar,37.99,5,01.11.2022,12:27:44
Igor Mangold B.Eng.,72,Kreditkarte,39.99,4,01.11.2022,13:32:53
Brian Hande,33,Kreditkarte,12.99,3,01.11.2022,13:47:09
Elisabeth Gröttner,29,Bar,14.99,3,01.11.2022,14:01:16
Stanislaw Reuter B.Sc.,63,EC-Karte,44.99,7,01.11.2022,14:41:22
Concetta Langern B.A.,69,EC-Karte,37.99,3,01.11.2022,14:51:19
Margita Kostolzin MBA.,34,EC-Karte,17.99,5,01.11.2022,15:05:00
Georgios Gorlitz-Eberth,29,Bar,10.99,3,01.11.2022,15:07:06
Meinhard Schomber,28,EC-Karte,22.99,2,01.11.2022,15:49:54
Dipl.-Ing. Kreszenz Dörschner,33,Bar,20.99,2,01.11.2022,15:51:57
Jonas Striebitz,34,Bar,21.99,2,01.11.2022,16:00:44
Frau Viola Losekann MBA.,64,EC-Karte,41.99,4,01.11.2022,16:38:50
Laurenz Gnatz,63,EC-Karte,43.99,6,01.11.2022,17:56:38
Liliana Kambs,53,Kreditkarte,43.99,4,01.11.2022,18:02:09
Gabi Mälzer-Margraf,56,Kreditkarte,31.99,3,01.11.2022,19:03:03
Susi Mies-Trubin,22,EC-Karte,28.99,1,01.11.2022,19:22:25
Ing. Alida Gorlitz,34,Bar,18.99,3,01.11.2022,19:39:13
Herr Dierk Johann B.A.,32,Bar,22.99,2,01.11.2022,19:39:28
Friedrich-Wilhelm Krein-Jungfer,61,EC-Karte,51.99,4,01.11.2022,19:40:47
Dierk Jopich,53,Bar,45.99,7,01.11.2022,19:49:12
Univ.Prof. Catharina Mühle,48,Bar,37.99,4,01.11.2022,19:54:38
Bertold Pergande,59,Bar,34.99,6,02.11.2022,10:08:10
Heinrich Jähn,57,EC-Karte,50.99,4,02.11.2022,10:44:48
Alexandros Mälzer,31,EC-Karte,27.99,2,02.11.2022,11:28:54
Dipl.-Ing. Wilhelmine Stiebitz MBA.,41,Kreditkarte,24.99,2,02.11.2022,11:53:38
Rudolph Gieß,56,Kreditkarte,44.99,6,02.11.2022,12:04:51
Jörg Hellwig B.A.,55,Bar,43.99,5,02.11.2022,12:19:16
Harro Birnbaum,63,EC-Karte,52.99,2,02.11.2022,12:26:35
Karl-Werner Bolander,52,Bar,42.99,5,02.11.2022,12:52:25
Diether Drub,35,Bar,15.99,2,02.11.2022,13:05:13
Daniele Seifert,22,Bar,22.99,3,02.11.2022,13:59:32
William Schulz,75,EC-Karte,25.99,7,02.11.2022,14:12:32
Pietro Hendriks,64,EC-Karte,46.99,9,02.11.2022,14:13:41
Damian Weinhage B.Sc.,23,EC-Karte,16.99,4,02.11.2022,14:26:06
Dr. Liliane Herrmann B.A.,33,EC-Karte,20.99,4,02.11.2022,15:24:57
Jacob Renner,21,EC-Karte,29.99,3,02.11.2022,15:42:00
Heinz-Walter Huhn B.Eng.,25,Kreditkarte,20.99,1,02.11.2022,16:17:35
Eleonore Franke,40,Bar,21.99,4,02.11.2022,16:28:19
Rosel Kusch,50,EC-Karte,35.99,9,02.11.2022,16:40:00
Rouven Schuster MBA.,28,EC-Karte,20.99,3,02.11.2022,16:51:29
Hanns Hein B.Sc.,42,EC-Karte,46.99,7,02.11.2022,17:10:16
Raphaela Trub,61,EC-Karte,41.99,7,02.11.2022,17:12:44
Ing. Viviane Schinke,20,Kreditkarte,13.99,5,02.11.2022,17:15:07
Fedor Binner B.Sc.,49,Bar,29.99,2,02.11.2022,17:18:22
Laszlo Hauffer,56,Bar,36.99,6,02.11.2022,18:22:03
Paolo Krause,27,EC-Karte,21.99,4,02.11.2022,19:07:41
Christine Binner-Gerlach,28,Bar,15.99,4,02.11.2022,19:13:51
Iwan Segebahn,67,EC-Karte,38.99,9,02.11.2022,19:54:26
Hiltraud Cichorius,56,EC-Karte,37.99,7,03.11.2022,11:21:32
Dan Neuschäfer,60,EC-Karte,38.99,7,03.11.2022,11:30:22
Univ.Prof. Bartholomäus Jungfer B.Sc.,33,Kreditkarte,15.99,3,03.11.2022,11:56:48
Hans-Rudolf Wähner,28,EC-Karte,25.99,4,03.11.2022,12:20:35
Elias Kuhl,34,Kreditkarte,19.99,4,03.11.2022,12:22:42
Brunhilde Fritsch,53,Kreditkarte,39.99,3,03.11.2022,12:52:26
Herr Karl-August Briemer,61,Bar,28.99,3,03.11.2022,13:20:13
Frau Caterina Stey,57,EC-Karte,35.99,4,03.11.2022,13:42:04
Rafael Segebahn,26,EC-Karte,18.99,5,03.11.2022,13:47:04
Arnold Gude,30,Bar,21.99,2,03.11.2022,14:05:00
Oda Bonbach,25,Bar,23.99,3,03.11.2022,14:11:45
Oxana Budig-Döring,69,Kreditkarte,50.99,1,03.11.2022,14:35:07
Meinhard Wohlgemut,29,Kreditkarte,14.99,4,03.11.2022,14:55:19
Hermann Josef Misicher,33,Bar,28.99,1,03.11.2022,15:03:23
Ludmilla Jockel,57,Bar,43.99,3,03.11.2022,15:03:48
Ing. Henrike Dippel,40,Bar,30.99,1,03.11.2022,15:24:20
Stella Trapp,36,EC-Karte,23.99,2,03.11.2022,15:24:29
Dipl.-Ing. Thilo Heß,29,Kreditkarte,17.99,3,03.11.2022,15:56:10
Dr. Fred Rust B.Eng.,24,EC-Karte,26.99,3,03.11.2022,16:05:57
Bernfried Gude,24,Bar,18.99,4,03.11.2022,16:28:57
Gotthard Hamann-Stumpf,52,EC-Karte,33.99,6,03.11.2022,16:36:16
Aleksander Höfig,28,Kreditkarte,21.99,3,03.11.2022,16:59:38
Ricarda Hecker-Ackermann,36,Bar,16.99,4,03.11.2022,17:14:38
Frau Doreen Pieper B.Eng.,27,Bar,20.99,2,03.11.2022,18:10:54
Gunter Misicher,71,Bar,37.99,5,03.11.2022,18:24:54
Arif Jessel,20,Bar,20.99,1,03.11.2022,18:46:13
Hans-Gerd Pergande,60,EC-Karte,33.99,4,03.11.2022,19:08:51
Hans Jürgen Birnbaum B.A.,32,Kreditkarte,24.99,2,03.11.2022,19:52:29
Valerie Caspar,25,Kreditkarte,23.99,2,04.11.2022,10:03:26
Dipl.-Ing. Ludmilla Eimer,59,Kreditkarte,35.99,4,04.11.2022,10:21:10
Heiko Schäfer,49,EC-Karte,54.99,4,04.11.2022,10:47:13
Herr Jan-Peter Wilms,34,Bar,18.99,4,04.11.2022,11:53:20
Univ.Prof. Kamil Gorlitz B.Eng.,27,Kreditkarte,22.99,5,04.11.2022,12:09:17
Ariane Ritter B.A.,30,Kreditkarte,10.99,4,04.11.2022,12:31:07
Hertha Henck,57,Kreditkarte,44.99,9,04.11.2022,12:53:51
Gerard Süßebier B.Eng.,55,Bar,39.99,7,04.11.2022,13:20:39
Ulla Klingelhöfer B.Eng.,36,Bar,27.99,4,04.11.2022,13:29:42
Margarete Austermühle,60,EC-Karte,33.99,7,04.11.2022,14:08:32
Kai-Uwe Beier-Dietz,49,EC-Karte,38.99,4,04.11.2022,14:10:58
Rose Geißler,60,EC-Karte,47.99,7,04.11.2022,14:35:48
Abbas Peukert B.Eng.,20,Kreditkarte,22.99,2,04.11.2022,15:05:35
Anto Pölitz-Ritter,56,EC-Karte,39.99,9,04.11.2022,15:13:01
Tino Plath-Jüttner,28,Bar,16.99,2,04.11.2022,15:14:26
Herr Sahin Pieper B.Eng.,24,EC-Karte,22.99,1,04.11.2022,15:55:36
Herr Nikolaj Bohnbach B.A.,22,EC-Karte,28.99,2,04.11.2022,15:57:42
Leonore Gude-Mühle,28,EC-Karte,20.99,4,04.11.2022,16:02:04
Prof. Karl-Peter Meyer,60,Kreditkarte,49.99,5,04.11.2022,16:05:01
Carmelo Biggen-Reuter,29,EC-Karte,18.99,5,04.11.2022,16:19:29
Herr Torsten Werner,34,Kreditkarte,24.99,5,04.11.2022,16:28:45
Alexej Geisel,30,EC-Karte,15.99,4,04.11.2022,16:43:51
Frau Ida Kranz,58,Kreditkarte,37.99,6,04.11.2022,16:49:10
Alfonso Heinz-Röhricht,48,Kreditkarte,27.99,9,04.11.2022,17:07:23
Prof. Günter Hartung,32,Bar,23.99,3,04.11.2022,18:11:17
Delia Adler-Rosemann,27,Bar,24.99,2,04.11.2022,18:42:45
Ramona Ruppert,30,EC-Karte,14.99,2,04.11.2022,19:54:55
Miroslav Wagner B.Sc.,27,Kreditkarte,15.99,2,05.11.2022,10:16:39
Geert Schmiedt B.Sc.,52,EC-Karte,38.99,3,05.11.2022,10:21:30
Liesbeth Hendriks-Kensy,31,Kreditkarte,21.99,4,05.11.2022,11:16:20
Reimer Hövel-Holzapfel,23,Kreditkarte,24.99,2,05.11.2022,11:20:07
Magnus Weitzel,25,Kreditkarte,26.99,3,05.11.2022,12:05:33
Dr. Käte Röhrdanz B.Eng.,27,Kreditkarte,17.99,2,05.11.2022,12:09:45
Nurettin Möchlichen,23,EC-Karte,17.99,1,05.11.2022,12:19:17
Univ.Prof. Andy Adler,52,Bar,44.99,4,05.11.2022,12:32:39
Micha Mentzel,20,EC-Karte,17.99,5,05.11.2022,13:07:36
Markus Wieloch B.Sc.,23,EC-Karte,17.99,2,05.11.2022,14:08:33
Dr. Leif Mangold,53,Kreditkarte,34.99,4,05.11.2022,14:20:23
Hanspeter Barth,68,Bar,38.99,1,05.11.2022,15:10:07
Alf Mülichen-Gutknecht,27,Kreditkarte,22.99,3,05.11.2022,15:15:14
Marcel Klotz,51,EC-Karte,43.99,5,05.11.2022,15:18:14
Denny Schönland-Scheel,23,Bar,19.99,2,05.11.2022,15:28:49
Dr. Gottlieb Ditschlerin,56,EC-Karte,47.99,6,05.11.2022,15:30:01
Egbert Scheuermann,29,EC-Karte,18.99,4,05.11.2022,15:38:58
Zoltan Gumprich,45,Kreditkarte,36.99,3,05.11.2022,15:50:29
Dr. Stephanie Bohnbach MBA.,35,Bar,14.99,3,05.11.2022,16:21:52
Gottlob Schleich,57,EC-Karte,40.99,4,05.11.2022,16:29:26
Ismet Pölitz,74,EC-Karte,42.99,7,05.11.2022,16:51:58
Lilo Fröhlich MBA.,19,Bar,14.99,3,05.11.2022,17:18:04
Tilly Henschel-Rosemann,36,EC-Karte,14.99,5,05.11.2022,18:09:55
Christopher Seifert,26,Kreditkarte,20.99,4,05.11.2022,18:16:42
Burkhardt Meister,24,Kreditkarte,19.99,3,05.11.2022,19:09:04
Grete Otto,34,Bar,22.99,3,05.11.2022,19:32:11
Rolf Lehmann,36,Bar,26.99,2,05.11.2022,19:42:23
Dipl.-Ing. Wera Wohlgemut B.A.,27,EC-Karte,14.99,3,05.11.2022,19:58:48
Dipl.-Ing. Kuno Lindner,23,Kreditkarte,20.99,1,06.11.2022,10:07:11
Cornelius Jungfer,32,Bar,19.99,4,06.11.2022,10:30:55
Gabor Junitz B.A.,28,Kreditkarte,12.99,1,06.11.2022,10:31:46
Claus Beyer,21,Kreditkarte,25.99,4,06.11.2022,10:32:01
Edelbert Paffrath,49,EC-Karte,40.99,6,06.11.2022,11:05:49
Julia Gorlitz,34,Kreditkarte,16.99,4,06.11.2022,11:34:24
Filiz Barkholz MBA.,21,Kreditkarte,23.99,2,06.11.2022,11:50:52
Gereon Fiebig-Gutknecht,49,Kreditkarte,37.99,6,06.11.2022,11:55:27
Lucia Christoph B.A.,28,EC-Karte,17.99,4,06.11.2022,12:03:20
Irmi Wernecke,33,Kreditkarte,18.99,5,06.11.2022,12:17:27
Nada Gute,41,Bar,22.99,3,06.11.2022,12:46:36
Margaretha Scheibe-Mühle,63,Bar,39.99,5,06.11.2022,12:55:42
Alban Stiffel,28,EC-Karte,15.99,3,06.11.2022,13:41:08
Herr Hanns Börner,28,Bar,13.99,3,06.11.2022,13:48:55
Prof. Samuel Graf MBA.,27,Bar,24.99,6,06.11.2022,15:06:36
Marjan Klemt,30,EC-Karte,18.99,2,06.11.2022,15:22:05
Mara Hornig,29,Kreditkarte,11.99,4,06.11.2022,15:37:11
Prof. Josef Anders B.Eng.,58,Bar,40.99,5,06.11.2022,15:40:39
Erich Putz,29,Kreditkarte,17.99,2,06.11.2022,15:49:46
Paulina Trapp,26,Bar,21.99,6,06.11.2022,17:51:20
Annamaria Köster B.A.,64,Bar,30.99,2,06.11.2022,17:53:33
Heinz-Dieter Lindau,58,Bar,37.99,3,06.11.2022,18:30:17
Rahel Atzler,34,Bar,29.99,1,06.11.2022,18:32:30
Wibke Adolph B.A.,48,Kreditkarte,37.99,4,06.11.2022,19:12:02
Univ.Prof. Edelgard Rogner B.A.,57,Kreditkarte,36.99,2,06.11.2022,19:27:14
Univ.Prof. Uta Zänker,58,Bar,33.99,8,06.11.2022,19:37:52
Kathleen Wirth,31,Bar,25.99,3,06.11.2022,19:51:58
Telse Thanel,36,EC-Karte,19.99,1,07.11.2022,10:12:58
Paul Hofmann B.Eng.,73,Bar,32.99,5,07.11.2022,10:43:52
Zeljko Seifert,60,Kreditkarte,42.99,4,07.11.2022,10:49:46
Raisa Röhrdanz-Beckmann,27,Bar,29.99,2,07.11.2022,10:51:55
Hanspeter Margraf-Reichmann,54,Bar,35.99,4,07.11.2022,11:50:02
Ing. Anton Buchholz,39,EC-Karte,19.99,1,07.11.2022,12:59:43
Dr. Aribert Wagenknecht,28,Bar,22.99,2,07.11.2022,13:08:40
Alfonso Jäkel,32,EC-Karte,19.99,4,07.11.2022,13:09:30
Gerhard Kambs,41,EC-Karte,31.99,4,07.11.2022,13:14:36
Dr. Theres Preiß,25,Kreditkarte,19.99,2,07.11.2022,13:33:21
Niko Henck,58,EC-Karte,40.99,7,07.11.2022,14:22:49
Kevin Löchel-Schottin,50,Kreditkarte,46.99,3,07.11.2022,15:14:27
Hans-Ulrich Kohl,26,EC-Karte,19.99,2,07.11.2022,15:16:08
Ulrich Mentzel,65,Kreditkarte,42.99,7,07.11.2022,15:18:15
Robert Hörle,26,EC-Karte,16.99,2,07.11.2022,15:21:59
Reimer Seifert,69,Bar,45.99,9,07.11.2022,15:44:40
Alexandra Hande,25,Kreditkarte,28.99,4,07.11.2022,15:53:24
Karl-Heinz Jäkel B.A.,53,EC-Karte,30.99,1,07.11.2022,16:05:33
Loni Beier,34,Bar,23.99,3,07.11.2022,16:24:33
Valerie Hornig-Scheel,20,Bar,24.99,4,07.11.2022,16:30:17
Herr Hans-Günter Sorgatz B.Eng.,54,EC-Karte,42.99,3,07.11.2022,16:53:08
Hermann-Josef Trupp,55,EC-Karte,35.99,8,07.11.2022,17:03:24
Marga Eigenwillig,60,Kreditkarte,37.99,6,07.11.2022,17:30:05
Anita Henk,19,EC-Karte,22.99,3,07.11.2022,18:22:43
Sahin Seifert-Dobes,27,Bar,27.99,5,07.11.2022,19:02:18
Zenon Junk-Hofmann,35,Kreditkarte,20.99,2,07.11.2022,19:32:14
Gundolf Christoph,20,EC-Karte,18.99,2,07.11.2022,19:38:11
Franz Josef Möchlichen,36,Bar,17.99,4,07.11.2022,19:49:49
Baldur Krause,28,Bar,26.99,2,08.11.2022,10:17:37
Elsa Jähn,27,EC-Karte,19.99,2,08.11.2022,10:20:30
Gundolf Meister-Tlustek,31,Bar,18.99,1,08.11.2022,10:34:56
Pawel Rogner MBA.,61,Kreditkarte,37.99,9,08.11.2022,10:50:15
Ing. Bernd Wagner,28,EC-Karte,20.99,4,08.11.2022,10:55:31
Ibrahim Rosenow MBA.,32,Bar,17.99,2,08.11.2022,10:57:24
Nuri Bähr,32,Kreditkarte,22.99,4,08.11.2022,11:35:12
Daniel Söding,30,Bar,21.99,3,08.11.2022,11:42:02
Senta Mohaupt,22,Bar,20.99,5,08.11.2022,12:34:08
Herr Andreas Juncken,62,EC-Karte,34.99,5,08.11.2022,12:41:27
Cora Ruppert,54,Kreditkarte,35.99,6,08.11.2022,12:44:53
Hans-Jochen Kusch MBA.,25,Bar,23.99,3,08.11.2022,12:46:43
Meryem Ullmann,56,Bar,40.99,9,08.11.2022,12:47:02
Dr. Gerdi Zorbach,30,Bar,14.99,4,08.11.2022,13:08:59
Emanuel Vogt-Franke,32,Kreditkarte,20.99,4,08.11.2022,13:25:21
Dr. Sybilla Siering,37,Kreditkarte,29.99,3,08.11.2022,13:47:18
German Herrmann B.Sc.,26,Kreditkarte,22.99,3,08.11.2022,14:32:49
Leonie Ladeck,56,Kreditkarte,33.99,5,08.11.2022,15:23:05
Inka Winkler,29,Kreditkarte,22.99,2,08.11.2022,15:49:05
Dipl.-Ing. Erika Tröst MBA.,63,Bar,45.99,3,08.11.2022,15:50:46
Oliver Trüb,28,Kreditkarte,16.99,4,08.11.2022,16:45:37
Virginia Köhler-Geisel,35,Kreditkarte,23.99,3,08.11.2022,16:45:46
Eileen Mälzer-Staude,28,EC-Karte,19.99,3,08.11.2022,16:49:11
Rotraud Textor,26,Bar,17.99,3,08.11.2022,18:12:34
Friedhold Mielcarek,71,Bar,35.99,7,08.11.2022,18:18:56
Rabea Margraf,27,Bar,14.99,3,08.11.2022,18:36:40
Agathe Stadelmann,56,EC-Karte,35.99,5,08.11.2022,18:39:21
Isabel Jacobi Jäckel,25,Bar,15.99,6,09.11.2022,10:37:44
Frau Asta Harloff,35,EC-Karte,27.99,2,09.11.2022,10:42:34
Ester Steinberg,30,Bar,29.99,2,09.11.2022,11:12:53
Kati Wirth,62,Kreditkarte,48.99,3,09.11.2022,11:18:43
Ingmar Kraushaar,23,Bar,28.99,6,09.11.2022,11:56:05
Benita Lübs,62,Bar,41.99,6,09.11.2022,11:59:09
Hanne-Lore Mies-Schleich,30,Kreditkarte,18.99,3,09.11.2022,12:41:21
Inken Kitzmann,52,Kreditkarte,27.99,3,09.11.2022,12:55:59
Univ.Prof. Jolanda Ladeck,64,EC-Karte,38.99,5,09.11.2022,13:13:09
Marianne Hettner,28,Bar,24.99,5,09.11.2022,13:38:50
Fridolin Mans MBA.,48,Bar,41.99,5,09.11.2022,13:45:24
Dagobert Hornich,27,EC-Karte,17.99,4,09.11.2022,14:12:12
Bodo Heinrich,23,EC-Karte,25.99,3,09.11.2022,15:05:28
Hildegart Eimer,39,EC-Karte,11.99,4,09.11.2022,15:09:18
Univ.Prof. Adelbert Conradi,46,EC-Karte,47.99,3,09.11.2022,15:15:50
Guenther Salz-Hermighausen,26,Kreditkarte,34.99,4,09.11.2022,15:36:47
Mahmoud Hiller,37,Bar,19.99,1,09.11.2022,16:36:59
Melitta Heydrich,28,Bar,16.99,1,09.11.2022,16:49:40
Ulrike Säuberlich,27,EC-Karte,19.99,1,09.11.2022,16:58:15
Utz Pruschke,26,EC-Karte,20.99,4,09.11.2022,17:32:02
Bernard Müller,20,Kreditkarte,14.99,3,09.11.2022,17:35:27
Dr. Marisa Sontag B.A.,25,Kreditkarte,21.99,6,09.11.2022,17:59:37
Alla Bohnbach,73,Bar,36.99,4,09.11.2022,18:22:53
Ulf Kreusel B.Eng.,30,Kreditkarte,29.99,2,09.11.2022,18:33:56
Ilhan Scheel,29,Bar,26.99,5,09.11.2022,19:01:31
Monica Kruschwitz,26,Bar,14.99,3,09.11.2022,19:27:18
Serpil Bolander,30,Kreditkarte,20.99,1,09.11.2022,19:30:25
Patrik Rörricht,30,EC-Karte,22.99,3,09.11.2022,19:54:34
Resi Pergande,63,EC-Karte,57.99,3,10.11.2022,10:48:41
Lutz Kruschwitz,56,EC-Karte,37.99,6,10.11.2022,11:26:06
Dipl.-Ing. Gerda Buchholz,29,Kreditkarte,21.99,4,10.11.2022,12:01:50
Hedy Gotthard B.A.,24,EC-Karte,21.99,3,10.11.2022,12:46:34
Hans-Hinrich Bender B.Eng.,25,Bar,15.99,2,10.11.2022,12:59:28
Henry Kruschwitz,31,Kreditkarte,25.99,5,10.11.2022,13:12:47
Sergei Briemer,35,EC-Karte,14.99,2,10.11.2022,13:13:15
Daria Budig,61,Bar,38.99,3,10.11.2022,13:26:25
Claas Sauer,22,EC-Karte,21.99,3,10.11.2022,13:40:47
Dr. Ingmar Knappe,22,Kreditkarte,20.99,2,10.11.2022,14:04:03
Ing. Cornelia Rädel B.Sc.,27,Bar,27.99,1,10.11.2022,14:17:22
Corinne Nette-Franke,29,EC-Karte,29.99,4,10.11.2022,14:25:53
Dipl.-Ing. Felicitas Hering B.A.,53,Kreditkarte,29.99,5,10.11.2022,14:37:22
Herr Felix Hering B.A.,23,Bar,28.99,2,10.11.2022,15:05:00
Marie-Louise Staude-Pruschke,31,Bar,24.99,5,10.11.2022,15:21:12
Ing. Janusz Zimmer,44,Kreditkarte,40.99,4,10.11.2022,16:09:44
Dipl.-Ing. Käthi Wieloch,30,EC-Karte,26.99,2,10.11.2022,16:16:40
Ing. Wendelin Heß,34,EC-Karte,15.99,3,10.11.2022,17:03:37
Eugen Davids-Steckel,26,Kreditkarte,14.99,3,10.11.2022,17:03:56
Univ.Prof. Gerfried Juncken,28,Kreditkarte,34.99,5,10.11.2022,17:08:56
Hermann-Josef Schomber B.Eng.,25,Bar,22.99,8,10.11.2022,17:55:31
Friedo Hesse-Fechner,26,Bar,19.99,4,10.11.2022,18:02:12
Adam Scholl B.Sc.,26,Bar,12.99,5,10.11.2022,18:30:09
Marlis Eckbauer,35,Kreditkarte,20.99,3,10.11.2022,18:52:31
Claus-Dieter Kambs-Hentschel,35,Kreditkarte,14.99,3,10.11.2022,19:02:15
Heiko Naser,27,EC-Karte,23.99,2,10.11.2022,19:04:18
Mahmut Mälzer,66,Bar,35.99,6,10.11.2022,19:53:06
Vinzenz Stahr,62,Kreditkarte,43.99,3,11.11.2022,10:03:09
Osman Ladeck,28,Bar,16.99,3,11.11.2022,10:08:50
Herr Ahmet Thies B.A.,26,EC-Karte,27.99,4,11.11.2022,10:51:16
Amelie Jockel B.A.,33,Bar,29.99,3,11.11.2022,11:00:41
Nikola Harloff,37,EC-Karte,14.99,1,11.11.2022,12:01:09
Zenon Schlosser,33,Bar,17.99,2,11.11.2022,12:01:31
Rouven Jähn,26,Bar,25.99,3,11.11.2022,13:05:28
Univ.Prof. Ernest Kuhl B.A.,27,Bar,14.99,4,11.11.2022,13:39:19
Dr. Hilma Hesse,28,EC-Karte,22.99,3,11.11.2022,13:41:47
Hans-Günter Schmiedt-Barth,73,Bar,39.99,2,11.11.2022,14:07:06
Gisbert Jockel,54,EC-Karte,35.99,8,11.11.2022,14:45:35
Olivia Hecker,33,Kreditkarte,20.99,4,11.11.2022,14:52:28
Rene Staude,52,Bar,36.99,8,11.11.2022,14:57:03
Ing. Olena Jockel,25,EC-Karte,18.99,4,11.11.2022,14:59:03
Janos Hendriks,31,Kreditkarte,21.99,1,11.11.2022,15:30:22
Bernd Drub,33,Bar,13.99,2,11.11.2022,15:59:54
Carolin Schinke,24,Bar,20.99,2,11.11.2022,16:38:13
Prof. Ismet Ring MBA.,27,EC-Karte,17.99,1,11.11.2022,17:05:38
Univ.Prof. Sibylla Reichmann,28,Bar,17.99,4,11.11.2022,18:11:44
Albrecht Gunpf,34,EC-Karte,15.99,6,11.11.2022,18:34:38
Frau Therese Peukert,60,Bar,45.99,5,11.11.2022,18:54:53
Hans-Adolf Hiller,74,Bar,33.99,8,11.11.2022,19:04:57
Elena Scheel-Zänker,20,EC-Karte,16.99,1,11.11.2022,19:32:19
Lorenzo Losekann,56,Bar,29.99,4,11.11.2022,19:33:34
Lioba Seifert MBA.,31,EC-Karte,22.99,2,11.11.2022,19:34:00
Teresa Wilms-Bolander,60,EC-Karte,38.99,6,11.11.2022,19:50:25
Irmtrud Paffrath,62,Kreditkarte,35.99,6,11.11.2022,19:56:44
Dr. Mark Nerger,60,EC-Karte,45.99,4,12.11.2022,10:24:57
Nicolaus Bender-Scholl,27,Kreditkarte,19.99,2,12.11.2022,11:04:19
Reni Lehmann,58,Bar,44.99,4,12.11.2022,11:12:41
Marius Henk,36,EC-Karte,24.99,3,12.11.2022,11:28:00
Herr Klemens Baum,31,Bar,22.99,5,12.11.2022,11:33:44
Sibilla Sontag,27,Bar,16.99,5,12.11.2022,11:35:07
Siegbert Kostolzin B.Eng.,29,Bar,12.99,2,12.11.2022,11:39:38
Petra Mende,24,Bar,19.99,2,12.11.2022,11:57:57
Dipl.-Ing. Magnus Fröhlich B.A.,59,Kreditkarte,49.99,4,12.11.2022,12:10:41
Rupert Conradi,29,Kreditkarte,12.99,2,12.11.2022,12:14:16
Hermann Josef Kaul,31,Kreditkarte,17.99,3,12.11.2022,12:24:06
Karla Zobel,53,Bar,37.99,3,12.11.2022,12:28:00
Markus Rohleder,29,EC-Karte,22.99,5,12.11.2022,12:29:29
Maurizio Keudel-Matthäi,36,EC-Karte,22.99,5,12.11.2022,12:30:22
Erdal Stoll,66,EC-Karte,42.99,3,12.11.2022,12:40:51
Marlies Heintze,28,Bar,18.99,2,12.11.2022,12:58:03
Tabea Benthin B.Sc.,28,EC-Karte,12.99,3,12.11.2022,13:54:25
Anne-Rose Fröhlich B.Eng.,64,EC-Karte,35.99,7,12.11.2022,14:29:54
Aloys Anders B.A.,25,Kreditkarte,21.99,3,12.11.2022,15:06:13
Leonard Hartung-Fischer,62,Kreditkarte,36.99,2,12.11.2022,15:46:32
Ing. Heinz-Joachim Striebitz,62,EC-Karte,44.99,4,12.11.2022,15:47:51
Ing. Telse Wernecke,30,EC-Karte,18.99,4,12.11.2022,16:11:32
Prof. Adalbert Pölitz,29,Kreditkarte,22.99,1,12.11.2022,16:46:25
Univ.Prof. Rico Söding B.A.,60,EC-Karte,27.99,4,12.11.2022,16:48:47
Sandro Schäfer-Ernst,27,Kreditkarte,23.99,3,12.11.2022,18:04:35
Alwin Thanel,56,Bar,35.99,9,12.11.2022,18:27:10
Irma Fechner,24,EC-Karte,20.99,3,12.11.2022,18:52:22
Caroline Cichorius-Ullmann,39,Bar,19.99,5,12.11.2022,19:15:16
Friedrich Döhn,28,EC-Karte,19.99,4,13.11.2022,10:08:51
Robin Heß,23,Bar,31.99,4,13.11.2022,10:31:20
Rainer Ritter B.Eng.,54,Bar,31.99,7,13.11.2022,10:39:04
Marion Weihmann-Juncken,36,Bar,17.99,2,13.11.2022,10:40:42
Vincent Hein,34,EC-Karte,25.99,6,13.11.2022,11:11:19
